62,86,2
293,380,2
181,334,1
250,204,2
5,454,1
145,737,2
153,174,1
207,554,2
254,219,1
297,233,2
85,25,2
217,27,1
201,148,1
190,974,2
82,756,1
59,235,1
145,756,2
181,14,1
158,128,2
75,237,2
223,1150,2
293,325,2
301,138,2
194,212,1
38,573,1
21,948,1
181,1332,1
16,89,2
268,386,2
94,155,2
179,339,1
161,168,1
42,953,2
222,106,2
304,259,1
49,68,1
3,335,1
303,779,1
181,1334,1
181,1327,1
104,287,2
312,153,2
206,323,1
268,790,2
5,424,1
299,1047,2
79,1161,2
264,448,2
64,433,2
3,245,1
223,908,1
303,1160,2
299,240,2
82,343,1
92,1209,1
194,160,2
177,321,2
177,69,1
207,1350,2
311,559,2
99,274,1
59,418,2
7,674,2
268,1041,1
203,282,1
13,807,1
121,117,1
212,180,1
181,240,1
58,214,2
62,288,2
35,243,2
104,1016,1
181,1010,1
92,540,2
293,412,1
104,1010,1
269,1165,1
287,252,1
145,764,2
222,148,2
129,331,2
257,1260,2
234,571,2
249,930,2
222,552,2
117,758,2
112,327,1
303,145,1
201,747,2
201,215,2
255,472,1
130,901,1
181,1094,1
201,51,2
31,886,2
279,1048,1
181,408,1
279,1151,2
141,826,2
184,161,2
177,243,1
165,288,2
92,709,2
3,337,1
94,820,1
262,293,2
102,161,2
83,301,2
110,1246,2
24,367,2
269,674,2
154,289,2
305,11,1
73,94,1
120,546,2
26,235,2
268,1249,2
307,687,1
251,148,2
81,742,2
13,354,2
223,8,2
201,69,2
244,148,2
181,874,1
90,553,2
303,120,2
254,379,1
276,1157,2
318,768,2
234,808,2
87,1079,2
209,906,2
148,140,1
223,977,2
174,80,1
99,354,2
303,738,2
224,873,2
88,750,2
256,771,2
181,1383,1
201,206,2
45,763,2
161,162,2
299,235,1
262,47,2
224,20,1
145,743,1
152,412,2
200,24,2
57,760,2
276,1095,1
223,411,1
21,103,1
222,441,2
49,38,1
95,1229,2
198,100,1
268,94,2
269,658,2
151,1006,1
293,748,2
181,1342,1
206,900,1
293,779,1
101,281,2
314,1263,2
314,276,1
21,299,1
234,1015,2
5,376,2
104,411,1
21,457,1
29,539,2
181,16,1
109,101,1
157,250,1
90,906,2
294,1199,2
323,257,2
174,395,1
159,1037,2
181,979,2
299,971,2
181,221,1
104,327,2
181,995,1
258,288,1
276,43,1
229,347,1
130,245,1
15,473,1
219,347,1
125,997,2
85,277,2
116,7,2
209,688,1
82,231,2
107,271,2
15,678,1
56,196,2
246,82,2
13,320,1
268,63,1
271,410,2
194,82,2
135,431,2
13,451,1
125,152,1
313,148,2
6,143,2
305,960,1
269,82,2
222,1207,2
5,231,2
201,686,2
13,289,2
207,810,2
291,571,2
49,17,2
280,472,2
59,588,2
236,265,2
188,769,2
254,624,2
181,1001,1
56,235,1
6,294,2
62,365,2
5,377,1
100,321,1
269,729,2
201,421,2
181,1348,1
15,932,1
234,233,2
15,127,2
110,1179,2
181,302,2
303,369,1
197,518,1
303,323,1
221,1250,2
13,476,2
87,775,2
314,1289,2
130,931,2
224,658,1
11,517,2
298,91,2
255,678,2
276,406,2
276,34,2
150,121,2
38,139,2
279,116,1
62,138,1
293,1161,2
13,338,1
280,554,1
178,106,2
201,117,2
256,1057,2
303,1095,2
302,323,2
229,313,2
279,65,1
93,412,2
75,476,1
293,665,2
293,36,1
102,405,2
21,839,1
38,432,1
92,453,1
319,338,2
224,149,1
83,640,2
181,1320,1
49,49,2
279,827,1
271,630,2
303,748,2
64,93,2
150,100,2
318,50,2
13,844,1
21,590,1
311,68,1
95,1230,1
181,1324,1
201,332,2
194,1206,1
269,106,1
316,588,1
13,567,1
43,1057,2
268,672,2
13,877,2
145,460,1
83,413,1
246,728,1
44,230,2
229,315,1
193,827,2
279,393,1
142,243,1
201,326,2
43,631,2
176,294,2
302,245,2
269,411,1
57,831,1
167,392,1
22,791,1
194,705,2
271,1266,2
155,988,2
255,217,2
95,636,1
44,56,2
206,1394,1
31,682,2
73,588,2
254,286,1
168,284,2
181,1093,1
181,304,1
198,24,2
305,15,1
201,370,1
13,314,1
206,245,1
262,77,2
144,91,2
63,841,1
38,838,2
109,154,2
121,405,2
161,174,2
305,87,1
211,300,2
276,104,1
68,118,2
189,120,1
20,11,2
20,176,2
49,148,1
195,407,2
151,260,1
194,576,2
271,624,2
313,65,2
315,431,2
293,729,2
224,708,2
83,364,1
224,1208,1
201,37,2
155,748,2
263,333,2
102,1025,2
181,1322,1
174,396,1
125,150,1
181,1364,1
1,266,1
106,828,2
181,680,1
286,771,2
271,121,2
179,751,1
222,426,1
193,368,1
279,88,1
230,238,1
293,931,1
102,264,2
244,220,2
1,74,1
49,758,1
279,1493,1
6,477,1
293,1220,2
181,123,2
110,301,2
14,357,2
22,687,1
68,411,1
174,41,1
205,678,1
58,1100,2
186,406,1
293,148,1
87,386,2
293,227,2
43,820,2
95,573,1
181,20,1
81,476,2
325,402,2
232,8,2
61,690,2
44,665,1
92,1016,2
168,255,1
2,314,1
222,715,2
201,452,1
314,90,2
102,576,2
38,508,2
268,374,2
291,324,1
246,80,2
83,631,2
234,616,2
232,275,2
305,56,1
202,515,1
181,975,2
144,62,2
194,1183,2
249,597,2
301,395,1
201,777,1
22,456,1
59,931,2
44,88,2
5,394,2
288,1039,2
99,682,2
234,596,2
29,748,2
49,102,2
194,213,2
145,411,2
265,7,2
248,282,2
239,47,2
326,69,2
180,67,1
280,99,2
38,403,1
95,720,2
207,290,2
201,2,2
102,391,2
81,411,2
194,756,1
83,254,2
222,1078,2
271,300,2
6,95,2
254,649,1
200,409,2
216,143,2
268,121,2
331,479,2
125,1036,2
92,1095,2
83,543,2
101,369,2
104,324,1
327,300,2
85,97,2
297,574,1
3,323,2
286,425,2
327,702,2
178,984,2
297,443,2
150,325,1
145,1057,1
181,124,1
269,210,1
29,689,2
190,340,1
181,823,2
269,72,2
248,474,2
181,688,1
181,457,1
216,577,1
301,53,1
327,274,2
254,577,1
181,406,1
168,235,2
223,258,1
99,124,2
244,97,2
234,959,2
181,359,1
315,17,1
302,309,2
200,103,2
201,844,2
38,122,1
148,177,2
145,25,2
289,410,2
13,908,1
1,27,2
49,926,1
157,748,2
268,540,1
290,218,2
181,1346,1
193,682,1
326,282,2
334,635,2
13,300,1
148,185,1
49,546,1
82,413,1
1,260,1
243,129,2
162,230,2
92,1215,2
246,356,2
209,269,2
5,167,2
188,554,2
228,886,1
290,1013,2
13,29,2
203,294,2
193,195,1
290,239,2
49,1,2
1,145,2
224,778,1
217,1222,1
109,281,2
201,558,2
81,118,2
222,554,2
334,224,2
34,259,2
181,1393,1
149,327,2
205,984,1
23,215,2
211,181,1
236,696,2
116,1016,2
178,358,1
11,561,2
198,249,2
305,403,2
100,266,2
293,849,2
181,1351,1
265,279,2
334,229,2
181,1198,1
268,823,2
62,702,2
238,815,2
62,685,2
255,984,1
161,582,1
222,501,2
314,743,1
181,926,1
221,895,2
181,321,2
214,872,2
246,578,2
3,294,2
308,1028,2
121,121,2
339,1030,1
11,720,1
293,386,2
279,368,1
181,1067,1
13,830,1
127,268,1
201,210,2
209,258,2
294,120,2
95,976,2
5,453,1
204,748,1
246,294,2
57,825,1
266,874,2
22,294,1
328,679,2
178,978,2
38,444,1
43,944,2
206,903,2
318,47,2
206,362,1
323,546,2
21,982,1
181,887,1
201,304,2
95,514,2
342,1047,2
305,257,2
279,1142,1
128,660,2
197,1419,2
30,289,2
260,319,2
308,54,2
104,1241,1
186,53,1
99,1052,1
308,452,2
303,327,1
247,271,2
102,1030,1
167,675,1
13,859,1
94,700,2
100,288,2
13,625,2
82,13,2
14,313,2
325,240,1
223,323,2
293,559,2
237,499,2
286,13,2
327,169,2
262,50,2
102,734,2
23,90,2
133,260,1
275,252,2
246,215,2
13,913,1
21,439,1
82,275,2
151,826,1
11,120,2
217,540,1
224,632,2
62,1107,1
65,70,1
101,928,2
167,48,1
115,69,1
201,380,1
57,252,2
269,174,1
181,1347,1
305,76,1
125,346,1
234,628,2
291,574,1
224,977,2
135,229,2
92,931,1
269,405,1
11,743,2
1,140,1
49,117,1
239,286,1
5,241,1
249,826,1
194,62,2
49,72,2
1,225,2
36,319,2
62,827,2
269,805,2
22,780,1
28,441,2
254,384,1
49,721,2
303,1090,1
42,1043,2
234,212,2
168,411,1
303,398,1
116,905,2
13,312,1
15,278,1
279,1095,1
336,577,1
21,678,2
145,1217,2
13,860,1
102,67,1
275,969,2
254,240,1
313,740,2
101,1051,2
293,461,2
246,849,1
278,301,2
250,294,1
99,118,2
178,179,2
246,284,1
328,431,2
201,281,2
1,120,1
303,716,2
6,476,1
230,511,2
13,876,2
269,771,1
179,345,1
222,250,2
181,286,1
73,202,2
22,29,1
110,202,2
72,176,2
284,259,2
280,736,2
224,243,2
21,424,1
188,792,2
274,148,2
197,68,2
177,300,2
181,1051,2
312,144,1
145,1292,1
40,340,2
201,676,2
294,678,2
246,802,1
13,788,1
303,1508,1
195,477,2
102,399,2
151,91,2
94,738,2
181,1362,1
321,521,2
181,1265,1
109,4,2
109,42,1
255,551,1
174,82,1
13,440,1
263,678,2
239,288,2
327,849,2
11,90,2
222,93,2
244,1225,2
269,15,2
91,682,2
246,17,2
222,231,2
43,931,1
269,1091,2
121,122,2
325,109,2
321,1028,2
102,986,1
316,50,1
269,761,2
125,1272,1
49,40,1
83,1101,2
128,227,2
122,1268,2
276,561,2
262,628,2
181,764,1
246,410,1
21,106,2
313,415,2
180,716,1
344,462,2
268,810,2
219,13,1
42,521,2
145,1102,1
70,260,2
1,104,1
234,878,2
293,572,2
268,163,2
291,555,1
269,63,1
83,748,2
35,242,2
126,332,2
116,758,1
220,325,1
181,1291,1
276,383,2
15,742,2
222,1239,2
213,474,2
201,454,2
304,681,2
181,301,2
331,1100,2
119,338,1
222,972,2
130,1215,2
94,385,2
168,988,2
313,151,1
21,995,2
5,234,2
318,795,2
16,940,2
301,771,2
94,783,2
286,56,2
334,1207,2
110,734,2
285,628,2
293,125,2
92,1047,1
113,262,2
323,7,2
303,373,2
223,249,2
19,313,2
342,764,1
224,322,2
268,552,2
290,546,2
293,300,2
92,123,2
269,188,2
140,334,2
339,226,2
217,53,1
215,11,2
174,94,2
295,1503,2
91,99,2
293,1098,2
42,131,2
328,1135,1
234,142,2
152,98,2
318,1014,2
3,332,1
125,175,2
243,93,2
222,577,1
125,813,1
13,421,2
144,516,2
49,369,1
209,351,2
239,312,2
102,217,2
109,357,2
245,94,2
95,289,2
59,871,2
303,840,2
328,1106,2
299,101,2
62,294,1
27,596,2
11,521,2
207,53,1
79,937,2
127,286,1
85,508,2
344,1283,2
343,371,2
130,58,2
95,32,1
194,582,1
13,910,2
107,321,2
303,325,1
222,234,2
276,1210,2
286,704,2
8,457,1
8,385,1
155,328,2
246,368,1
198,323,2
94,101,2
279,577,1
343,375,2
175,56,2
119,526,2
320,118,1
13,898,1
244,226,1
1,213,2
222,40,1
197,385,2
234,850,2
1,233,2
295,1040,2
308,322,2
301,89,2
181,1312,1
229,260,1
193,288,1
216,231,2
22,683,1
104,823,1
159,831,2
121,125,2
94,1074,2
29,358,2
234,731,2
181,824,1
181,1384,1
116,840,1
279,1487,1
339,270,2
293,781,2
181,882,1
224,325,1
280,323,2
62,1060,1
91,131,2
268,949,2
178,135,2
293,282,2
204,258,2
83,892,2
299,1227,1
244,54,2
310,832,1
345,473,2
60,751,2
13,764,2
223,248,1
129,339,2
279,662,2
181,1128,1
291,175,2
313,163,2
181,1371,1
95,675,2
276,456,2
197,720,2
49,590,1
303,1071,2
188,511,2
76,690,2
254,243,2
291,1239,2
122,214,2
230,209,1
296,948,1
351,340,1
59,760,2
181,335,1
215,450,2
155,325,2
305,192,2
327,886,2
246,451,2
116,1253,2
161,213,2
268,717,1
194,808,2
327,82,2
314,126,2
181,1318,1
262,405,2
82,127,2
89,221,1
160,21,1
311,326,2
1,78,1
13,894,1
279,753,2
13,341,2
326,646,2
58,663,2
295,412,2
174,369,1
352,55,1
264,1270,2
222,1089,1
13,25,1
286,790,1
68,1047,1
72,181,1
222,672,1
325,143,1
15,696,2
256,662,2
49,129,2
181,1202,1
43,225,2
280,125,2
42,451,2
94,829,2
222,419,2
222,364,1
363,391,2
211,687,2
144,204,2
268,826,1
189,281,2
197,340,2
292,343,2
209,349,2
49,258,2
46,288,2
272,772,2
129,995,2
345,919,2
342,25,2
223,717,1
334,450,1
176,751,1
145,1212,2
293,257,2
297,157,2
207,156,2
17,237,2
268,1090,2
174,456,1
271,338,1
177,271,2
181,1386,1
236,864,2
363,1168,2
363,673,2
144,960,2
83,412,1
194,631,2
11,751,2
318,1023,2
13,437,1
246,231,1
346,727,1
305,943,2
174,383,1
1,143,1
297,250,1
255,569,1
229,875,1
320,976,2
244,818,2
280,934,2
181,933,1
102,271,2
130,743,2
207,135,2
153,678,2
223,369,1
128,785,2
38,450,1
62,774,1
294,264,2
318,396,1
181,1120,1
229,358,1
361,222,2
216,764,2
204,310,1
181,330,1
79,313,2
201,175,2
13,334,1
181,866,1
184,665,2
114,157,2
49,821,1
55,1089,1
194,383,1
279,1180,2
13,759,2
328,349,2
329,591,2
94,34,1
346,1110,1
303,49,2
11,383,2
49,299,2
59,1047,2
234,157,2
345,1082,2
356,937,2
201,61,2
186,770,2
125,475,1
145,120,2
110,715,2
201,1098,2
125,1093,1
280,144,2
293,943,2
234,566,2
174,412,1
296,255,2
280,82,2
110,791,2
59,926,1
217,576,1
194,1409,2
145,896,2
174,1254,1
222,815,2
259,762,2
104,1017,1
191,332,2
49,476,1
286,325,1
145,760,2
213,1,2
85,690,2
363,97,2
344,597,2
365,109,2
117,1057,2
116,294,2
95,2,2
223,120,2
26,864,2
335,324,1
334,620,2
222,946,2
94,1032,2
13,888,2
62,78,2
316,614,2
40,271,2
55,1016,1
92,1213,2
209,1105,2
181,1048,2
246,385,1
48,522,2
293,322,2
44,106,2
45,1061,2
360,309,2
57,1094,2
63,323,1
6,28,2
13,384,2
370,56,2
268,395,2
371,175,1
186,237,2
43,238,2
349,105,2
82,25,2
14,70,1
346,17,1
207,183,2
92,834,1
222,401,2
157,740,2
342,544,1
303,1224,2
70,546,2
136,313,2
275,142,2
112,347,1
181,829,1
291,551,2
358,482,2
181,21,1
301,411,1
104,347,2
208,302,1
151,675,2
181,112,1
258,893,1
318,305,2
13,776,2
181,1390,1
336,202,1
270,17,2
234,221,2
181,1282,1
6,117,2
299,257,2
305,52,2
336,864,1
345,1017,2
161,286,2
234,781,2
181,148,2
346,167,2
363,906,2
98,209,2
92,318,2
337,106,2
58,20,1
194,450,1
303,62,2
153,22,2
189,21,2
194,559,2
181,1370,1
336,395,2
102,810,2
181,1272,1
32,122,2
236,756,1
13,907,1
189,121,2
181,840,1
181,1259,1
206,904,1
62,1128,2
268,129,2
181,1378,1
246,720,1
82,103,2
262,1054,2
59,102,2
305,245,1
177,289,2
15,508,2
347,208,2
259,235,2
269,1480,1
174,1001,1
262,44,2
135,802,2
345,988,2
293,679,2
112,325,1
3,341,1
59,501,1
124,157,2
82,1001,1
151,1297,1
77,276,2
299,582,2
293,31,2
347,317,1
344,106,2
73,48,2
181,324,1
223,1300,1
262,145,1
297,235,2
209,304,2
224,212,1
279,739,1
296,455,1
181,269,1
290,473,1
293,405,1
92,295,2
183,225,1
374,231,2
254,259,2
181,276,2
276,1253,1
95,878,1
289,473,1
6,286,2
197,779,2
120,257,2
88,321,1
343,25,2
244,62,2
368,637,2
286,107,1
201,128,2
181,827,2
13,784,1
62,33,1
199,324,1
336,571,1
181,1289,1
197,271,2
54,1012,2
181,766,1
64,240,1
101,1034,2
18,778,2
197,92,1
254,90,1
290,91,2
194,425,2
16,761,2
13,457,1
30,678,2
177,260,2
276,779,2
92,986,2
161,274,2
301,407,2
181,1373,1
301,160,2
13,40,2
61,342,2
199,322,2
303,926,2
198,1014,2
168,7,1
109,200,2
13,351,1
54,406,2
197,33,2
16,27,2
141,750,1
181,922,1
363,1267,2
361,148,1
109,931,2
303,326,2
131,275,2
347,1088,1
234,328,2
293,147,2
276,1239,1
281,989,2
145,831,1
345,559,1
313,417,2
151,1074,2
1,259,1
174,577,1
184,34,2
293,761,2
195,1228,1
48,988,2
151,775,2
144,209,2
374,977,1
303,1088,2
21,774,2
5,389,1
234,54,2
226,283,2
199,678,1
326,612,2
5,411,1
145,1040,1
224,1085,1
378,1284,2
174,118,2
222,819,2
82,109,1
121,235,1
316,71,1
223,118,2
183,250,2
264,203,2
116,531,2
227,117,2
361,1041,2
346,780,2
217,1303,2
49,122,2
301,67,2
149,312,1
373,81,2
268,1157,1
349,370,2
374,476,2
375,583,2
234,96,2
363,182,1
130,4,2
58,1104,2
92,596,2
344,421,2
64,898,2
347,735,2
347,323,1
381,281,2
177,948,2
314,1054,1
201,68,2
253,175,2
313,1066,2
270,553,1
181,978,1
151,393,2
26,871,2
13,539,1
159,881,1
15,18,1
135,379,2
286,512,2
276,1274,1
293,871,1
38,383,2
269,142,1
194,417,2
215,8,2
327,25,2
201,333,2
69,748,2
296,10,2
129,307,2
339,550,2
145,105,2
234,117,2
168,748,2
255,841,1
265,181,2
217,258,1
107,300,1
70,383,2
109,131,1
254,843,2
334,245,2
224,518,1
125,25,1
326,451,2
125,407,2
15,286,2
374,162,2
276,1228,1
263,886,2
62,155,1
5,388,2
194,366,2
342,974,2
145,1090,2
90,962,2
201,462,1
186,554,1
379,637,2
181,740,2
130,353,1
49,52,2
7,567,1
325,325,1
102,746,2
79,370,2
307,450,2
13,854,1
167,1309,1
89,737,1
374,111,2
279,1133,2
125,1183,2
181,149,1
125,940,2
257,237,2
255,565,1
159,286,1
254,214,1
109,322,2
130,254,2
346,932,2
181,256,1
3,300,2
287,240,2
43,47,1
299,959,2
363,802,2
20,69,1
271,328,2
363,134,2
201,406,1
374,1028,1
151,231,1
13,752,1
96,478,2
181,368,1
58,1069,2
201,1427,2
145,924,2
174,29,2
343,951,1
181,1385,1
6,458,1
339,231,2
336,208,2
62,118,2
363,237,2
294,826,1
363,270,2
36,682,1
293,158,2
21,121,1
328,231,2
369,948,2
316,289,2
109,472,2
56,383,2
296,846,2
215,238,2
169,260,1
195,831,2
199,988,1
263,294,2
181,10,2
13,683,1
323,245,2
21,758,1
268,139,2
207,1226,2
269,139,1
385,4,2
13,269,2
225,143,2
374,122,2
178,244,1
174,862,1
239,1192,1
149,308,2
134,339,2
128,322,2
198,748,2
14,813,2
280,690,2
89,93,2
268,978,2
55,254,2
318,105,1
201,544,2
293,401,1
64,1139,1
95,403,1
387,692,1
21,860,2
181,1017,1
234,928,2
254,610,2
181,1057,2
85,108,2
236,1013,2
222,529,2
329,338,2
5,397,2
262,195,2
193,111,1
94,38,2
217,226,1
325,403,2
336,845,1
13,802,2
181,1087,1
296,281,2
293,720,1
383,319,2
49,1078,1
343,118,2
328,693,2
17,245,2
207,328,2
293,845,2
222,368,1
49,406,2
344,148,2
15,244,2
342,257,2
5,444,2
232,1128,2
110,384,2
363,426,2
102,797,2
134,259,2
13,890,1
192,252,1
130,1274,2
268,998,1
164,926,2
50,286,2
296,151,2
5,402,1
123,255,1
320,716,1
342,574,1
201,77,2
382,546,2
269,70,1
13,343,1
276,577,2
151,322,2
297,102,1
196,580,2
133,322,2
327,476,2
243,1368,2
303,376,2
325,95,2
325,164,1
280,568,2
64,217,2
363,212,1
276,669,1
318,575,2
13,301,1
201,578,2
347,1283,1
303,391,1
286,229,1
179,750,1
26,597,2
181,266,1
189,618,2
95,712,2
303,125,2
234,401,2
327,583,2
181,1068,1
302,879,2
286,1182,2
181,929,1
57,844,2
349,744,2
23,739,2
336,999,2
374,930,2
303,545,2
279,810,2
299,17,1
271,294,2
347,173,2
368,396,2
276,449,2
159,103,1
380,241,2
373,94,2
314,724,2
38,257,1
286,952,2
379,616,2
54,597,2
211,876,2
38,145,1
7,669,1
195,67,2
181,990,1
13,808,2
297,1217,1
393,1034,2
236,153,2
293,155,2
307,402,2
189,732,2
206,889,2
374,9,1
125,236,1
268,762,2
22,948,1
222,783,2
113,319,2
5,370,1
296,298,1
302,270,2
297,705,2
374,948,2
105,307,2
42,367,2
346,415,2
199,294,1
94,576,2
99,312,2
83,407,1
276,450,1
327,1056,2
305,482,2
305,188,2
236,183,2
195,779,2
286,1411,2
222,247,1
234,12,1
299,67,2
102,565,2
363,555,1
113,242,2
102,47,2
206,1430,1
160,109,2
101,1057,2
195,325,2
346,128,2
194,451,2
222,8,1
102,831,2
59,609,2
130,284,2
181,1361,1
116,1089,2
250,184,1
167,169,1
274,255,2
135,564,1
229,750,2
303,722,2
174,1033,1
345,1247,2
305,204,2
113,324,2
223,321,1
262,762,2
254,35,2
3,324,2
223,25,1
83,122,1
181,1129,1
70,398,2
250,324,2
43,792,1
380,1444,1
181,1134,2
85,212,2
333,180,1
293,91,2
201,20,2
184,405,2
365,894,1
279,66,2
21,687,2
305,385,1
311,715,2
244,1107,2
385,195,1
92,930,2
5,441,1
378,179,2
293,33,2
223,286,1
177,878,1
393,633,2
77,1028,1
336,451,2
323,289,2
49,290,2
210,243,2
293,619,1
381,771,2
159,1025,2
385,99,2
1,148,2
141,151,2
291,383,2
115,763,2
5,69,1
178,864,2
95,862,1
181,886,1
385,224,2
149,310,2
186,288,1
50,125,2
1,112,1
181,262,2
181,976,1
374,424,1
334,1241,2
363,366,2
92,161,2
246,932,1
21,118,1
58,283,1
301,151,2
104,248,2
87,1187,2
109,248,2
119,250,2
187,175,2
222,768,2
293,1057,2
328,916,2
63,1011,1
41,423,2
168,288,1
201,847,2
301,582,2
161,215,2
181,832,1
325,305,2
268,370,2
181,243,1
38,211,1
119,544,2
271,425,2
378,546,2
393,940,2
313,154,2
201,36,1
85,702,2
246,145,1
368,219,2
339,298,2
279,120,1
76,325,2
147,751,2
322,751,2
274,243,2
206,678,1
380,62,1
194,286,1
59,717,2
167,733,2
44,252,2
211,357,2
123,735,2
385,423,2
250,195,2
190,363,2
286,29,2
382,25,2
286,993,2
181,251,1
59,597,2
201,1153,2
109,1039,2
347,819,1
398,227,2
331,705,2
246,29,1
363,417,1
13,665,2
276,595,2
197,62,2
175,669,1
276,1089,2
178,877,2
181,1374,1
172,1134,2
13,261,1
326,200,2
201,636,2
22,110,1
189,15,2
198,410,1
291,375,1
249,245,2
364,321,2
277,121,2
86,881,2
13,816,1
299,998,2
181,1388,1
231,151,1
347,65,2
181,1284,1
334,1411,1
385,767,1
75,1001,1
228,87,1
217,840,1
313,67,1
323,300,2
63,678,2
352,173,1
198,692,2
365,7,2
1,264,2
179,303,1
174,21,1
303,118,2
217,281,2
181,748,1
181,1009,1
378,1028,2
363,472,1
234,73,2
89,845,2
286,1230,1
181,260,1
303,574,1
194,1058,2
146,688,1
269,1071,2
76,288,2
291,1215,1
11,597,2
128,280,1
389,1530,2
299,222,2
101,109,2
181,1049,1
363,62,2
94,1089,2
21,834,1
393,890,1
378,1037,2
1,219,1
224,1163,2
327,410,2
28,678,2
141,1013,1
82,458,1
264,844,1
15,307,1
181,825,1
363,569,2
245,473,2
61,331,2
116,347,2
55,685,1
387,564,1
92,102,2
327,517,2
255,406,1
121,249,1
13,219,1
94,624,2
222,142,2
206,294,2
326,67,2
314,1085,1
378,233,2
303,300,1
181,878,1
399,284,2
167,73,2
271,411,1
301,273,1
177,336,2
117,143,1
95,90,2
81,412,1
222,665,1
217,363,1
116,322,2
363,1099,2
393,1095,2
379,1032,2
111,896,2
21,859,2
389,38,2
58,950,1
293,977,2
3,330,2
308,309,1
254,573,2
301,423,1
290,450,2
311,485,1
255,413,2
236,66,2
125,383,2
379,90,2
197,286,1
6,459,2
95,674,2
102,167,2
1,252,2
77,778,2
96,525,2
21,717,1
254,103,2
63,106,2
160,926,2
40,243,2
295,53,1
21,985,2
366,860,2
149,689,2
61,243,2
181,1387,1
363,959,1
95,699,2
234,76,2
385,673,2
279,1239,1
354,155,2
201,563,1
70,542,2
342,1048,1
362,336,2
269,5,2
168,1047,2
116,260,2
144,93,1
221,118,1
334,227,1
345,1048,2
158,731,2
244,117,2
155,324,2
119,105,2
405,592,1
330,80,2
387,578,2
152,1014,2
405,1582,1
49,737,1
81,1028,1
392,258,2
53,250,2
405,171,1
253,448,2
13,436,2
405,580,1
260,538,1
405,1409,1
174,423,2
181,1343,1
309,303,2
307,1140,2
229,258,2
297,195,1
125,120,1
56,38,2
101,975,2
269,809,1
102,184,2
391,264,1
286,577,2
393,431,2
313,565,1
126,319,2
326,944,2
157,1283,2
276,743,1
13,447,2
311,425,2
159,872,1
11,260,1
290,227,2
363,588,2
405,994,1
405,387,1
195,771,2
89,739,2
75,1151,2
293,554,1
49,1076,2
312,157,1
49,462,2
59,95,2
16,564,1
387,697,1
188,209,2
303,364,2
41,289,2
145,727,2
281,938,2
68,282,1
62,249,2
57,1095,2
95,422,2
115,543,2
42,1045,2
405,1432,1
405,190,2
374,952,2
373,127,2
178,259,1
222,931,1
312,151,2
92,820,1
138,116,2
145,1054,1
405,1177,1
250,748,2
43,956,1
405,1503,1
201,1227,1
13,885,1
405,524,1
405,570,1
201,467,2
17,125,1
385,249,2
269,756,1
262,122,2
20,931,1
11,395,2
236,532,2
49,423,2
216,368,2
255,748,1
405,721,1
7,599,1
336,738,1
353,271,2
55,405,1
299,950,2
109,441,2
92,977,2
344,678,2
389,583,2
95,768,1
42,834,1
109,409,2
276,1180,2
148,1039,2
104,546,1
49,542,2
